Phylum,Class,Order,Family,Genus,Species,TSN,ED_mean,ED_sd,n_species,n_tests,n_replicates
---,---,---,Synodontidae,---,---,162374,4.413333333,0.094897117,2,3,9
---,---,---,---,Synodus,foetens,162376,4.325714286,0.111803399,1,2,7
---,---,---,---,Saurida,normani,162411,4.72,0,1,1,2
---,---,---,Chlorophthalmidae,Chlorophthalmus,agassizi,162430,4.43,0.037804321,1,1,8
---,---,---,Paralepididae,---,---,162463,4.457371795,0.047509252,4,9,157
---,---,---,---,Notolepis,coatsi,644728,3.687391304,0.101840211,1,5,23
---,---,---,---,Arctozenus,risso,644687,4.444923077,0.02351944,1,2,130
---,---,---,---,Lestidiops,ringens,644717,NA,NA,1,1,1
---,---,---,---,Anotopterus,pharao,162534,10.9,0.247487373,1,1,3
---,---,---,Alepisauridae,Alepisaurus,ferox,162527,1.7,0.022627417,1,1,3
---,---,---,Evermannellidae,Evermannella,indica,162544,4.54,0,1,1,2
---,---,---,Scopelarchidae,Benthalbella,---,162549,9.243333333,0,2,3,6
---,---,---,---,---,dentata,162550,10.75,0,1,2,4
---,---,---,---,---,elongata,644720,6.23,0,1,1,2
---,---,---,Giganturidae,Gigantura,indica,644689,1.46,0,1,1,1
---,---,---,Notosudidae,Scopelosaurus,harryi,162567,5.65,0,1,1,1
---,---,---,Paraulopidae,Paraulopus,nigripinnis,644737,NA,NA,1,1,9
---,---,Beloniformes,---,---,---,553128,5.716923077,0.928153271,5,12,91
---,---,---,Belonidae,Belone,belone,165594,6.2,0,1,1,3
---,---,---,Scomberesocidae,---,---,165607,5.685277778,1.046170541,2,9,72
---,---,---,---,Cololabis,saira,165609,6.103181818,1.348103359,1,6,44
---,---,---,---,Scomberesox,saurus,165612,5.028571429,0.104333784,1,3,28
---,---,---,Hemiramphidae,Hyporhamphus,---,165473,5.76875,0.064142698,2,2,16
---,---,---,---,---,regularis,165489,5.81,0.084852814,1,1,10
---,---,---,---,---,melanochir,165496,5.7,0,1,1,6
---,---,Cyprinodontiformes,---,---,---,553130,5.656363636,0.122094681,3,3,11
---,---,---,Poeciliidae,Gambusia,affinis,165878,3.97,0,1,1,1
---,---,---,Fundulidae,Fundulus,---,165644,5.825,0.129500965,2,2,10
---,---,---,---,---,heteroclitus,165647,5.48,0.15011107,1,1,5
---,---,---,---,---,majalis,165649,6.17,0.148956369,1,1,5
---,---,Mugiliformes,Mugilidae,---,---,170333,5.193566879,0.056016818,7,24,157
---,---,---,---,Mugil,cephalus,170335,5.21375,0.073364842,1,7,32
---,---,---,---,Liza,---,170375,5.193467742,0.051605375,5,16,124
---,---,---,---,---,dumerili,170382,4.900930233,0,1,4,43
---,---,---,---,---,argentea,170385,5.39,0.201525433,1,1,10
---,---,---,---,---,tricuspidens,170395,5.445,0,1,5,30
---,---,---,---,---,ramado,630328,6.5,0,1,1,3
---,---,---,---,---,richardsonii,630329,5.171052632,0,1,5,38
---,---,Osmeriformes,---,---,---,553133,5.183380805,0.7808006,31,102,4848
---,---,---,Osmeridae,---,---,162028,5.427218863,0.782805876,8,63,4135
---,---,---,---,Plecoglossus,altivelis,162027,5.36,0,1,1,1
---,---,---,---,Hypomesus,---,162029,4.262580645,0.486880387,2,8,217
---,---,---,---,---,pretiosus,162030,3.92752381,0.18316887,1,3,105
---,---,---,---,---,olidus,162031,4.576696429,0.65720174,1,5,112
---,---,---,---,Mallotus,villosus,162035,5.659016321,0.683912607,1,24,2267
---,---,---,---,Osmerus,mordax,162041,3.987232925,0.549505723,1,20,1142
---,---,---,---,Spirinchus,starksi,162048,4.33,0,1,1,3
---,---,---,---,Thaleichthys,pacificus,162051,8.303824131,1.487812702,1,7,489
---,---,---,Argentinidae,Argentina,---,162061,6.465263158,0.044178225,3,3,38
---,---,---,---,---,silus,162064,4.63,0.098386991,1,1,6
---,---,---,---,---,striata,162067,8.37,0.062791082,1,1,10
---,---,---,---,---,sphyraena,162071,6.1,0,1,1,22
---,---,---,Bathylagidae,---,---,162080,4.256650943,0.97850422,9,24,425
---,---,---,---,Bathylagus,---,162081,2.862894737,0.462749992,6,18,229
---,---,---,---,---,milleri,162084,2.821944444,0,1,3,36
---,---,---,---,---,ochotensis,162085,3.106153846,0,1,2,13
---,---,---,---,---,pacificus,162086,NA,NA,1,1,1
---,---,---,---,---,longirostris,162090,1.87,0,1,1,6
---,---,---,---,---,wesethi,162092,2.85,0,1,1,5
---,---,---,---,---,antarcticus,182852,2.888690476,0.541134601,1,10,168
---,---,---,---,Leuroglossus,---,162095,5.884923077,1.358909956,2,5,195
---,---,---,---,---,stilbius,162096,4.1464,0,1,2,50
---,---,---,---,---,schmidti,162098,6.484413793,1.578706207,1,3,145
---,---,---,Opisthoproctidae,---,---,162099,3.13,0,2,2,4
---,---,---,---,Macropinna,microstoma,162101,4.18,0,1,1,1
---,---,---,---,Opisthoproctus,soleatus,162107,2.78,0,1,1,3
---,---,---,Galaxiidae,Galaxias,maculatus,162129,3.44,0,1,1,1
---,---,---,Alepocephalidae,---,---,162303,2.1968,0,3,4,176
---,---,---,---,Talismania,bifurcata,182875,1.46,0,1,1,1
---,---,---,---,Xenodermichthys,copei,162340,2.2,0,1,1,173
---,---,---,---,Bajacalifornia,burragei,162350,2.38,0,1,2,2
---,---,---,Platytroctidae,---,---,553188,2.55125,0,3,3,57
---,---,---,---,Sagamichthys,abei,162305,1.69,0,1,1,3
---,---,---,---,Holtbyrnia,macrops,182859,NA,NA,1,1,1
---,---,---,---,Normichthys,operosus,623339,2.6,0,1,1,53
---,---,---,Microstomatidae,Nansenia,candida,162059,10.4,0,1,1,1
---,---,Saccopharyngiformes,---,---,---,553136,3.541578947,0,2,3,20
---,---,---,Cyematidae,Cyema,atrum,161632,3.541578947,0,1,2,19
---,---,---,Eurypharyngidae,Eurypharynx,pelecanoides,161653,NA,NA,1,1,1
---,---,Stomiiformes,---,---,---,553138,4.058671096,0.122269593,38,62,925
---,---,---,Gonostomatidae,---,---,162163,3.696557377,0.008532389,11,17,122
---,---,---,---,Cyclothone,---,162164,3.88673913,0,6,10,92
---,---,---,---,---,pallida,162167,2.32,0,1,2,4
---,---,---,---,---,signata,162168,2.88,0,1,1,40
---,---,---,---,---,microdon,162170,9.07,0,1,2,8
---,---,---,---,---,acclinidens,162172,4.089210526,0,1,3,38
---,---,---,---,---,alba,162173,2.69,0,1,1,1
---,---,---,---,---,pseudopallida,162175,2.46,0,1,1,1
---,---,---,---,Diplophos,taenia,162181,4.29,0,1,1,1
---,---,---,---,Gonostoma,---,162182,2.901666667,0.019927368,2,4,24
---,---,---,---,---,atlanticum,162183,5.09,0,1,1,2
---,---,---,---,---,elongatum,162185,2.702727273,0.0209,1,3,22
---,---,---,---,Sigmops,---,622342,3.894,0,2,2,5
---,---,---,---,---,gracilis,622490,9.83,0,1,1,1
---,---,---,---,---,ebelingi,622492,2.41,0,1,1,4
---,---,---,Sternoptychidae,---,---,162212,4.121993186,0.040438541,14,23,598
---,---,---,---,Maurolicus,---,162186,4.756200717,0.054370746,3,6,290
---,---,---,---,---,muelleri,162187,4.811857708,0,1,4,264
---,---,---,---,---,weitzmani,622356,3.67,0.200612396,1,1,23
---,---,---,---,---,australis,622543,8.39,0.078913117,1,1,3
---,---,---,---,Argyropelecus,---,162213,3.621694215,0,6,10,242
---,---,---,---,---,lychnus,162214,3.56,0,1,1,6
---,---,---,---,---,aculeatus,162215,3.112105263,0,1,2,19
---,---,---,---,---,affinis,162216,3.991111111,0,1,3,45
---,---,---,---,---,hemigymnus,162219,3.01,0,1,1,3
---,---,---,---,---,sladeni,162221,4.010645161,0,1,2,31
---,---,---,---,---,olfersii,622706,3.5,0,1,1,138
---,---,---,---,Polyipnus,asteroides,162223,8.25,0.175531336,1,1,6
---,---,---,---,Sternoptyx,---,162226,2.73137931,0,3,5,58
---,---,---,---,---,diaphana,162227,2.7575,0,1,3,48
---,---,---,---,---,pseudobscura,162228,2.21,0,1,1,4
---,---,---,---,---,obscura,622675,2.87,0,1,1,6
---,---,---,---,Danaphos,oculatus,162232,4.13,0,1,1,2
---,---,---,Stomiidae,---,---,162282,4.050209424,0.259709902,11,18,192
---,---,---,---,Borostomias,panamensis,162241,2.913125,0,1,2,32
---,---,---,---,Tactostoma,macropus,162247,6.53,0,1,1,1
---,---,---,---,Malacosteus,niger,162269,1.93,0,1,1,1
---,---,---,---,Chauliodus,---,162278,4.706511628,0.024492098,3,6,44
---,---,---,---,---,macouni,162279,5.608,0,1,3,6
---,---,---,---,---,sloani,162281,4.655,0.0648,1,2,8
---,---,---,---,Stomias,---,162286,4.222705882,0.392553581,3,5,85
---,---,---,---,---,ferox,162288,2.918235294,0.011423728,1,2,34
---,---,---,---,---,atriventer,162290,4.17,0,1,1,3
---,---,---,---,---,gracilis,622678,5.15,0.527215491,1,2,48
---,---,---,---,Idiacanthus,antrostomus,162301,3.968888889,0,1,2,27
---,---,---,---,Thysanactis,dentex,622482,1.72,0,1,1,2
---,---,---,Phosichthyidae,---,---,622313,6.933333333,0,2,4,13
---,---,---,---,Vinciguerria,nimbaria,162194,6.933333333,0,1,3,3
---,---,---,---,Phosichthys,argenteus,622700,NA,NA,1,1,10
---,---,Ophidiiformes,Ophidiidae,---,---,164807,4.8275,0,2,4,26
---,---,---,---,Genypterus,blacodes,165000,5.159230769,0,1,3,23
---,---,---,---,Chilara,taylori,165006,3.39,0,1,1,3
---,---,Stephanoberyciformes,---,---,---,553140,3.783181818,0,6,12,68
---,---,---,Rondeletiidae,Rondeletia,loricata,162800,0.95,0,1,1,1
---,---,---,Melamphaidae,---,---,166092,3.826769231,0,5,11,67
---,---,---,---,Melamphaes,---,166093,12.1725,0,2,3,6
---,---,---,---,---,lugubris,166094,15.3,0,1,2,5
---,---,---,---,---,longivelis,166099,2.79,0,1,1,1
---,---,---,---,Poromitra,crassiceps,166108,3.427058824,0,1,4,51
---,---,---,---,Scopeloberyx,---,166112,4.46,0,1,1,1
---,---,---,---,Scopelogadus,mizolepis,166117,2.312222222,0,1,3,9
---,---,Syngnathiformes,Fistulariidae,Fistularia,---,166415,9.12,0.236173665,1,1,3
---,---,Trochida,---,---,---,1205799,4.195588235,0.613897202,8,14,34
---,---,---,Trochidae,---,---,69794,3.513125,0.020058486,7,10,16
---,Aves,---,---,---,---,174371,7.52,0,2,4,12
---,---,Charadriiformes,Alcidae,Uria,aalge,176974,8.39,0,1,2,6
---,---,Suliformes,Phalacrocoracidae,Phalacrocorax,penicillatus,174724,6.65,0,1,2,6
---,Mammalia,Cetacea,---,---,---,180403,1.21,0.153167763,2,2,13
---,---,---,Delphinidae,Lagenorhynchus,acutus,180443,NA,NA,1,1,8
---,---,---,Balaenopteridae,Megaptera,novaeangliae,180530,1.21,0.293293937,1,1,5
---,Myxini,Myxiniformes,Myxinidae,Myxine,glutinosa,159772,6.87,0.150934588,1,1,6
Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Phyllophora,---,12048,1.29,0.011146799,1,1,6
Phaeophyta,Phaeophyceae,---,---,---,---,10686,1.382571429,0.039727519,3,3,14
---,---,Laminariales,Laminariaceae,Laminaria,---,11217,1.009636364,0.045630532,2,2,11
---,---,---,---,---,saccharina,11222,0.942,0.05573437,1,1,8
---,---,Fucales,Fucaceae,Fucus,---,11334,2.75,0.014142136,1,1,3
